2023 FEB,1368,2027,633,555,3049,2886,772,321,107,1189,3596,436,640,3877,2476,354,747,10637,7824,10615,10219,6096,4869,10854,12028,4913,11789,3307,10250,6581,105,81,69,69,47,391,377,302,326,1624,1456,2207,2356,351,322,22,79,931,1594,6658,3016,2115,2097,623,632,2506,321,2013,1868,5615,4832,5255,5087,947,956,9628,1892,1346,1402,1083,986,1517,1403,1338,2069,2003,1174,2789,22,23,1728,1709,2970,1124,7702,38,36,1779,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 MAR,1396,2058,373,729,3069,2970,868,1174,223,1199,3855,237,721,3771,2374,628,944,11227,7207,11216,10633,5293,5444,10761,11860,4674,12315,3040,10653,7325,100,93,32,30,61,296,298,356,387,1631,1502,1177,1250,314,284,29,18,1072,1449,7019,2350,2186,2101,650,655,2482,294,1777,1905,4765,4760,5845,5854,772,1055,10000,1971,1350,1287,798,813,1386,1174,1123,1578,1544,1099,2253,11,12,1914,1878,2981,379,6927,97,88,1798,1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 APR,1324,2063,587,677,2910,2964,691,820,216,1303,3908,269,614,3569,2345,413,830,9879,5782,9906,9490,4264,4357,9690,10649,3003,10865,1735,9470,5829,94,104,41,40,22,180,174,497,492,998,995,2206,2215,263,256,19,14,1129,1354,6635,1696,2205,2141,647,638,2385,150,1854,1855,5173,5054,5381,5220,150,230,8910,175,1277,1250,685,638,1333,1254,1223,1546,1551,959,2529,27,27,1518,1469,2275,1521,5532,108,109,1256,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 MAY,1285,2077,599,614,2969,3064,882,882,696,1193,3492,414,585,3872,2523,551,1281,11678,8307,11684,11361,7176,7658,11344,12494,4928,12834,4498,11360,8821,100,111,51,54,232,363,365,317,320,1273,1298,1709,1610,345,339,181,150,1065,1329,7489,3020,2258,2197,788,778,2621,471,1766,1894,5142,5449,6193,6279,1493,1571,10338,2410,1576,1489,1099,1085,1313,1296,1290,1527,1473,1150,2678,6,6,1131,1160,2849,610,7606,46,45,1079,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 JUN,1356,2044,723,563,3055,3034,1346,701,47,1247,3983,415,622,3632,2369,514,575,12901,4471,12901,13111,2969,2962,12708,13119,2690,13312,1011,13118,4513,72,82,40,41,128,334,350,326,317,1933,1751,1464,1322,319,334,88,61,1078,1487,7227,1659,2192,2206,665,663,2526,339,567,579,2984,3102,5981,6092,21,59,10570,1143,1410,1347,948,1031,1479,1246,1224,1680,1662,411,1958,0,1,1502,1548,3343,516,4648,19,18,1625,1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 JUL,1324,2100,593,679,2880,3034,962,725,173,1166,3678,594,619,3581,2188,473,792,11549,4127,11549,11620,3008,3536,11467,12541,1625,12623,529,11623,4723,71,81,54,59,91,333,347,477,456,1490,1609,2275,2309,337,346,37,72,1086,1416,6982,1569,2237,2224,761,767,2570,284,1271,1413,3665,4165,5684,5720,95,44,9816,329,1344,1334,1035,1088,1443,1298,1355,1474,1525,1074,2479,0,1,1119,1185,2834,1240,4104,26,28,1361,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 AUG,1270,2157,586,773,2796,3044,600,388,176,1154,3556,152,562,3522,2183,401,738,10514,5789,10546,10458,5451,6361,10863,12038,2740,11721,2552,10428,6712,84,83,30,29,0,338,357,494,482,992,1041,1668,1567,335,315,30,5,1078,1259,6508,2157,2242,2247,802,797,2580,308,1336,1409,4219,4857,5171,5209,448,420,8798,1496,1298,1233,1007,969,1309,1337,1366,1709,1758,1175,2899,32,32,338,351,2290,661,5639,85,82,572,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 SEP,1343,2084,625,484,2844,2742,447,400,97,1213,3499,257,734,3588,2182,397,637,10184,4570,10257,10547,4029,4015,10200,10888,2105,10945,1541,10470,4551,98,97,44,46,16,296,308,526,534,882,879,1605,1545,350,349,28,5,1065,1485,5705,1749,2232,2255,667,651,2528,141,719,741,3311,3355,4562,4590,207,115,7910,1278,1323,1331,1134,1231,1536,1143,1216,1542,1580,688,2488,73,73,541,538,2205,471,4593,90,99,717,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 OCT,1310,2087,476,874,2846,3006,464,906,32,1173,3528,187,472,4174,2202,490,440,11980,7280,11993,12590,6240,6313,11911,12418,4403,12500,3428,12570,7370,99,102,47,45,84,436,451,209,197,1029,1158,1566,1557,256,297,37,53,1136,1479,7099,2738,2303,2346,850,868,2739,641,670,651,4370,4485,5797,5955,1057,918,9485,2269,1357,1433,1097,1088,1538,1302,1337,1681,1661,507,2812,13,13,1040,1061,2386,469,7215,84,84,1124,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 NOV,1358,2341,278,568,2846,3040,612,401,153,1202,3686,126,655,3650,2279,507,502,11154,6148,11204,11659,4268,4531,11309,11857,3349,11752,1371,11596,6344,90,93,53,50,112,266,261,349,348,1303,1422,1861,1794,341,353,59,81,1120,1380,6288,1864,2235,2271,896,869,2501,547,721,642,4804,4848,5103,5169,340,342,8880,735,1289,1338,732,729,1433,1185,1206,1524,1524,548,2897,50,49,1880,1818,2592,1129,6246,113,118,1930,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023 DEC,1286,2249,321,626,2710,3197,500,696,239,1217,3577,132,692,3269,2191,504,453,10919,4253,10931,11188,4211,4634,10780,11643,2100,11794,1833,11156,4669,133,118,2,1,13,325,317,360,337,1190,1389,1765,1805,325,359,11,46,1014,1505,6459,1136,2223,2247,697,705,2548,337,1070,1171,3687,4071,5348,5357,156,300,8855,153,1206,1240,782,815,1561,1111,1125,1292,1343,863,2378,12,12,42,43,2396,983,4478,140,143,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 JAN,1306,2095,518,528,2831,2964,585,389,111,1260,3617,127,634,3443,2062,555,745,10890,5071,10884,10915,3175,3909,10977,11892,2507,11799,629,10922,5749,101,99,40,41,18,312,301,293,261,756,911,1119,1066,308,316,58,42,1289,1450,6630,1241,2482,2532,762,802,2794,469,1021,1160,3854,4585,5427,5291,221,419,8656,617,1270,1357,495,463,1536,1203,1221,1462,1485,915,2546,6,7,1896,1840,2026,624,5053,46,47,1747,1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 FEB,1288,2084,251,597,2780,2996,515,1019,71,1278,3640,305,538,3555,2063,475,467,11379,4625,11378,11500,3364,4003,10916,11354,2683,11816,1061,11501,5237,87,79,44,46,69,335,347,338,313,902,1014,890,953,303,322,25,3,1437,1457,6635,934,2262,2336,831,867,2597,493,501,687,3409,4054,5616,5575,496,548,8820,576,1283,1412,532,584,1555,1019,1034,1430,1414,438,2303,1,1,1261,1234,2185,358,4986,72,68,1183,1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 MAR,1310,2122,409,664,2599,2710,718,550,103,1269,3381,182,472,3483,2084,546,575,10566,4896,10696,10561,5073,5769,10607,11384,2841,11473,3003,10429,5599,84,99,21,19,56,329,302,370,330,1285,1396,1095,1092,310,326,35,98,1163,1492,5870,1928,2175,2174,707,737,2504,337,785,859,2881,3308,4835,4576,476,614,8517,1798,1362,1423,965,938,1583,1035,1058,1452,1468,777,2070,130,132,177,170,2647,130,4911,66,66,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 APR,1394,2139,389,628,2872,3178,533,1252,301,1261,3502,207,797,3687,2287,539,496,12127,6661,12652,13101,8227,8276,11461,11927,4668,13118,5800,12639,6892,94,114,41,43,149,316,305,292,247,1064,1273,867,840,302,321,108,138,1242,1474,7200,2157,2434,2580,907,965,2750,615,628,619,3527,3762,5954,5996,211,42,9673,2926,1409,1463,1636,1596,1560,1246,1265,1946,1962,466,2427,525,462,1566,1384,2473,769,7095,461,403,1010,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 MAY,1276,1861,316,517,2614,2913,363,350,32,1224,3608,131,590,3560,2377,605,558,10221,6929,10731,11140,8894,9124,10389,10950,4148,11292,5915,10715,7419,113,134,34,31,70,304,284,320,263,818,1052,655,574,291,300,36,20,1259,1472,5968,1699,2173,2267,901,950,2477,581,737,687,4326,4542,5033,5012,28,36,8212,2523,1426,1514,1479,1464,1562,935,956,1727,1771,561,2979,510,425,1965,1705,2244,824,7127,375,308,1394,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 JUN,1466,2193,311,736,3033,3278,349,591,137,1325,3698,292,529,3623,2417,556,666,11510,6226,11684,11991,7566,7752,11601,12368,3213,12451,4517,11845,6576,95,109,20,16,51,354,313,342,281,1039,1205,1844,1905,252,281,31,22,1356,1591,6721,2019,2541,2624,913,959,2895,571,964,906,4632,4789,5370,5278,499,570,9161,1115,1401,1476,940,900,1693,1351,1393,1520,1656,767,3049,174,146,1340,1176,2440,904,6262,245,218,1197,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 JUL,1237,1964,192,591,2783,2747,409,665,464,1164,3544,318,409,3518,1940,547,873,12025,6507,11996,12457,6330,7325,11908,12349,3794,12437,4055,12481,7469,108,118,59,58,25,299,277,365,293,1341,1582,686,612,244,256,34,38,1037,1604,6952,2008,2283,2296,818,895,2582,453,636,665,3672,4189,5695,5828,91,64,9648,2139,1355,1396,817,962,1691,1257,1308,1917,2058,441,2275,29,24,177,144,2696,131,6069,50,61,41,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 AUG,1432,2194,244,962,3077,3128,341,367,57,1378,4072,215,464,3794,2629,503,521,9966,6343,9962,10236,5297,6680,10460,10973,3404,10475,2365,10238,7593,77,90,44,45,6,275,253,347,281,508,735,1284,1241,300,302,38,7,1514,1496,5946,2146,2374,2360,915,978,2649,568,1002,1036,4264,4932,4794,4754,335,369,7899,1137,1445,1536,275,467,1592,1152,1202,1811,1975,513,2932,4,2,1046,913,1953,1009,6336,39,40,678,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 SEP,1339,1970,204,715,2689,2915,469,277,25,1206,3671,173,511,3068,2401,514,536,10973,5095,10973,11458,4381,6047,11306,11684,2798,11351,2181,11458,6670,101,118,34,33,11,298,290,348,272,825,1118,964,949,281,293,23,33,1483,1581,6109,1581,2343,2348,817,902,2641,469,469,524,3198,4261,4929,4964,186,149,8330,1166,1396,1508,549,585,1696,1180,1254,1767,1959,378,2200,0,0,714,623,2221,415,4998,89,89,463,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 OCT,1342,2248,207,647,2753,2876,394,651,5,1282,3676,160,469,4041,2403,567,474,11299,7495,11301,12083,7617,9252,11201,11436,4622,11536,4875,12082,9191,82,98,19,16,50,285,280,300,227,842,1120,1073,1082,300,350,31,49,1545,1686,6163,2993,2361,2451,898,996,2646,598,335,228,3832,5016,4990,5176,915,951,8527,3013,1522,1561,1093,1138,1804,1173,1196,2078,2291,235,2742,2,1,122,61,2364,20,7364,81,79,124,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 NOV,1351,2249,239,684,2872,2979,339,515,261,1311,4059,119,494,3984,2350,563,233,11736,7333,11808,12662,8173,9419,11760,12280,4946,12328,5585,12621,8792,101,131,23,21,13,299,278,312,239,1221,1515,701,662,285,325,36,47,1193,1698,6461,2172,2406,2506,986,1007,2705,674,614,699,3965,4744,5208,5656,109,199,9124,2843,1442,1486,1372,1483,1818,1253,1287,2063,2275,520,2588,72,41,840,627,2663,671,7534,207,177,704,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024 DEC,1277,1994,211,672,2809,2985,291,725,227,1308,3797,229,495,3566,2444,497,268,11119,6429,11356,11984,7461,8266,10990,11690,3749,12056,4607,11803,7504,102,132,3,7,41,305,283,325,248,1348,1641,1294,1255,326,375,44,99,1228,1826,6210,2014,2337,2423,809,899,2642,484,875,982,4262,4953,5094,5347,55,38,8955,1784,1397,1439,1064,1030,1931,1116,1158,1959,2113,700,2854,237,181,1032,762,2745,230,6603,206,168,890,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 JAN,1352,2124,227,471,2828,2989,322,454,180,1258,4191,210,505,3631,2472,535,325,10397,5478,10454,11051,6801,7444,10355,11262,3691,11361,4201,11010,6487,79,112,56,53,192,293,281,326,235,969,1250,1000,925,312,333,136,159,1141,1514,6188,1373,2142,2169,975,1020,2435,649,1019,993,4156,4617,5106,5209,278,232,8528,523,1371,1466,150,278,1634,1082,1119,1651,1777,907,2600,57,41,1323,957,2340,850,6291,119,105,1281,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 FEB,1430,2297,237,658,3107,3360,376,476,345,1306,4363,116,474,3978,2640,549,819,11810,7289,11865,12578,8967,8660,11911,12053,5237,12007,7028,12540,7549,88,114,2,1,36,303,334,365,268,952,1179,1184,1283,310,332,34,21,1305,1568,6696,3180,2399,2445,910,955,2702,545,377,288,4071,4096,5515,5610,902,795,9018,2413,1370,1538,417,579,1695,1181,1207,2278,2458,142,1939,55,38,1678,1111,2322,767,7176,124,107,1902,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 MAR,1383,2340,213,714,3188,3131,375,279,97,1312,4459,151,516,3915,2742,588,419,11495,6282,11822,12182,7557,8137,11863,11962,4047,11921,5190,11961,7313,90,134,35,36,78,299,340,389,299,955,1167,1013,1028,309,321,43,114,1410,1608,6182,1903,2460,2477,924,1002,2759,535,263,200,3954,4413,5031,5019,259,204,8525,1442,1388,1485,552,694,1725,1151,1147,2162,2356,99,2367,327,221,1275,824,2343,461,6414,402,292,1548,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 APR,1375,2469,185,647,2862,2984,367,552,207,1432,4052,131,505,4153,2641,652,298,11918,7043,12002,12215,8596,9378,11922,12029,5396,12109,6769,12161,8425,75,92,33,28,44,314,340,326,239,1185,1432,615,524,343,384,11,31,1443,1800,6465,2677,2445,2479,962,1069,2759,636,377,377,3123,3845,5257,5170,543,646,9040,2938,1390,1410,876,974,1899,1208,1157,2134,2347,107,1827,84,54,1553,953,2575,261,7223,162,128,1855,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 MAY,1495,2485,195,689,3121,3175,350,403,295,1299,4208,128,588,4023,2762,557,293,11888,6847,12057,12295,8506,9625,12124,12477,5005,12410,6287,12187,8641,74,92,38,36,97,350,383,327,251,1633,1835,907,874,305,354,59,94,1277,1995,6442,2823,2490,2593,1045,1133,2840,718,723,742,3413,4404,5128,5022,617,795,9364,2338,1289,1358,422,547,2084,1314,1263,2206,2513,353,2219,169,108,1659,984,2922,485,7224,197,137,1940,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 JUN,1413,2248,129,592,2769,2953,342,387,172,1348,3936,164,476,3710,2701,559,648,11053,7827,11089,11171,9490,10679,11151,11531,5201,11469,7078,11152,9728,70,89,13,7,57,316,326,330,257,1163,1361,758,680,292,324,44,81,1306,1782,6448,3413,2291,2316,972,1065,2607,642,780,884,3545,4548,5348,5281,1472,1651,8783,3268,1172,1204,613,754,1862,1100,1055,1941,2254,380,2412,36,19,1663,951,2335,145,7613,117,99,1978,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 JUL,1497,2610,170,685,3010,3257,342,571,173,1291,3876,131,547,4024,2979,566,374,11786,7450,11849,11955,8800,10144,11828,12195,5714,12216,6941,11915,9369,76,115,27,26,71,299,332,353,261,1293,1494,842,777,296,317,44,58,1453,1821,6490,3759,2521,2561,975,1063,2820,622,641,758,3140,4204,5288,5249,1664,1681,9155,3197,1372,1382,280,641,1883,1202,1147,2095,2375,367,1859,63,40,1350,775,2665,562,7573,143,116,1770,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025 AUG,1470,2201,171,627,2998,3112,371,627,249,1273,4160,164,582,3763,2753,522,333,12811,7512,12889,12982,8294,10362,12648,12933,4986,13174,5548,12932,9915,86,139,39,37,108,353,362,358,273,1527,1730,604,622,340,350,69,122,1261,1898,6995,2644,2551,2604,987,994,2904,629,560,745,3762,5332,5799,5756,475,629,10000,2737,1478,1541,697,1007,1969,1196,1152,2169,2450,285,2746,78,50,782,447,3005,93,7732,119,93,1058,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
